PIVlab, ASCII chart output - 03-Feb-2026
FRAME: 74, filenames: MEAN of frames 1:73 & MEAN of frames 1:73, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
965,283,-8.519919395,-10.00990391,2
965,299,-5.939637184,-8.777641296,2
965,315,-6.237873077,-9.326932907,2
965,331,-6.807366848,-11.5455513,1
965,347,-5.923447609,-12.21009636,1
965,363,-4.30910778,-11.07755661,2
965,379,-4.099133015,-13.45695496,1
965,395,-2.491849899,-11.15135574,2
965,411,-1.43506968,-13.3339653,1
965,427,-0.05210603774,-12.34991837,2
965,443,0.3579168916,-13.20937634,1
965,459,1.558811426,-11.35091782,2
965,475,2.418229342,-12.30127335,2
965,491,3.347720146,-12.71510124,1
965,507,4.566345692,-13.49368477,1
965,523,5.568463326,-12.71513462,1
965,539,5.998343945,-12.10324478,1
965,555,7.131762028,-11.73535061,1
965,571,8.322276115,-12.48922348,1
965,587,7.25532198,-9.75338459,1
965,603,8.721508026,-10.35123348,1
965,619,9.143439293,-10.11498737,1
965,635,9.094711304,-8.841747284,1
965,651,8.514743805,-7.258746147,1
965,667,9.247450829,-7.243362904,1
965,683,8.404758453,-6.00161171,2
965,699,7.068475246,-5.375784397,1
965,715,16.61768723,-15.61699581,1
965,731,NaN,NaN,0
965,747,NaN,NaN,0
965,763,NaN,NaN,0
981,91,NaN,NaN,0
981,107,NaN,NaN,0
981,123,NaN,NaN,0
981,139,NaN,NaN,1
981,155,-8.219584465,-6.320973396,2
981,171,-8.25971508,-6.850013733,2
981,187,-8.906516075,-6.928917408,2
981,203,-9.188461304,-7.71346426,2
981,219,-8.535429001,-8.361757278,1
981,235,-8.298052788,-9.006547928,2
981,251,-7.457631588,-8.52888298,1
981,267,-6.754748821,-8.78032589,1
981,283,-7.847726822,-10.62401676,2
981,299,-7.081561565,-9.915762901,2
981,315,-5.638422966,-8.740358353,2
981,331,-5.84412241,-11.56117725,2
981,347,-5.880485058,-12.01706219,1
981,363,-5.375716686,-14.48145485,1
981,379,-3.817430735,-14.26495075,1
981,395,-2.822097063,-15.43242359,1
981,411,-1.863459706,-14.2262888,1
981,427,-0.6878587604,-13.9712553,1
981,443,0.7329775095,-14.16267395,1
981,459,1.815442443,-15.0482502,1
981,475,2.400046825,-12.11260414,1
981,491,3.893486977,-14.92005825,1
981,507,4.215045929,-12.66437149,2
981,523,4.694730759,-12.0695715,1
981,539,5.490024567,-11.91242313,1
981,555,6.56031847,-11.45651054,1
981,571,7.511596203,-11.94010162,1
981,587,6.626398087,-9.450737953,1
981,603,8.293569565,-10.58690548,1
981,619,8.15849781,-9.357610703,2
981,635,8.34055233,-8.310235977,1
981,651,8.348909378,-7.959940434,1
981,667,7.832691193,-6.788095474,2
981,683,9.086082458,-6.654735088,2
981,699,28.37903595,-15.85163784,1
981,715,16.35933304,-11.89254189,1
981,731,NaN,NaN,0
981,747,NaN,NaN,0
981,763,NaN,NaN,0
997,91,NaN,NaN,0
997,107,NaN,NaN,0
997,123,NaN,NaN,0
997,139,NaN,NaN,0
997,155,NaN,NaN,1
997,171,-8.741240501,-7.720122337,2
997,187,-7.368807793,-6.815419197,2
997,203,-7.446960449,-7.374261379,2
997,219,-8.285554886,-8.067230225,2
997,235,-7.609276772,-8.515007019,1
997,251,-7.597789764,-9.825588226,2
997,267,-6.364013195,-8.953930855,2
997,283,-6.318976879,-9.669457436,2
997,299,-5.617618561,-8.805173874,2
997,315,-5.344100952,-8.886030197,2
997,331,-5.284386158,-10.88177299,2
997,347,-4.931106567,-10.98790359,2
997,363,-4.355845451,-12.56425858,2
997,379,-4.374198437,-15.15493011,1
997,395,-3.121404171,-14.94033432,1
997,411,-1.661282182,-13.95645428,2
997,427,-1.012095809,-13.82753563,1
997,443,0.3719279468,-12.94550705,2
997,459,1.023415327,-13.38106441,1
997,475,2.006901979,-13.41541386,1
997,491,3.434477568,-13.13687515,1
997,507,4.890230179,-14.15135956,1
997,523,4.843096256,-12.85107327,1
997,539,5.543913364,-12.15928459,1
997,555,5.554187775,-10.44186497,1
997,571,6.53003931,-10.8593111,1
997,587,7.73960638,-11.12125874,1
997,603,6.763653755,-8.952768326,1
997,619,7.712336063,-8.791164398,2
997,635,7.598385334,-8.151890755,1
997,651,7.222117901,-7.012833118,2
997,667,7.84190464,-7.018476009,2
997,683,7.631719112,-6.902431488,1
997,699,18.95533943,-17.30957031,1
997,715,NaN,NaN,0
997,731,NaN,NaN,0
997,747,NaN,NaN,0
997,763,NaN,NaN,0
1013,91,NaN,NaN,0
1013,107,NaN,NaN,0
1013,123,NaN,NaN,0
1013,139,NaN,NaN,0
1013,155,NaN,NaN,0
1013,171,-11.64366531,-12.38195038,1
1013,187,-7.64067173,-7.453384399,2
1013,203,-7.158758163,-7.587520123,2
1013,219,NaN,NaN,2
1013,235,-7.443246365,-9.468726158,2
1013,251,-6.644511223,-9.579229355,2
1013,267,-6.436347961,-8.963031769,2
1013,283,-6.863717556,-10.78165531,1
1013,299,-5.796152592,-10.58120251,2
1013,315,-4.727972031,-10.11676884,2
1013,331,-4.881267548,-11.77315044,1
1013,347,-4.27904892,-10.63087559,2
1013,363,-2.91871357,-11.2053833,2
1013,379,-3.216315508,-11.11306667,2
1013,395,-2.001357794,-13.65730858,2
1013,411,-1.569237113,-13.06656742,1
1013,427,-0.5956742167,-14.15165424,2
1013,443,0.394220233,-12.90144348,2
1013,459,1.463843465,-15.06583405,1
1013,475,2.290315866,-14.44285011,1
1013,491,2.989563942,-12.51752949,1
1013,507,4.202063084,-13.08324432,1
1013,523,3.834969282,-10.30061054,1
1013,539,5.247457027,-11.69501781,1
1013,555,6.62230587,-12.48192501,1
1013,571,6.593583107,-10.99323559,2
1013,587,6.168059826,-9.697818756,1
1013,603,6.787573338,-9.389496803,1
1013,619,6.85162878,-8.481642723,1
1013,635,6.956679344,-8.200695038,1
1013,651,7.020940304,-7.120649338,2
1013,667,6.038115978,-6.016427517,1
1013,683,NaN,NaN,1
1013,699,21.04763222,-15.16688728,1
1013,715,NaN,NaN,0
1013,731,NaN,NaN,0
1013,747,NaN,NaN,0
1013,763,NaN,NaN,0
1029,91,NaN,NaN,0
1029,107,NaN,NaN,0
1029,123,NaN,NaN,0
1029,139,NaN,NaN,0
1029,155,NaN,NaN,0
1029,171,NaN,NaN,0
1029,187,NaN,NaN,1
1029,203,-7.444793701,-8.600275993,2
1029,219,-6.349029064,-7.670032501,2
1029,235,-5.944249153,-8.364107132,2
1029,251,-6.378941059,-8.331273079,2
1029,267,-5.77914381,-9.112425804,2
1029,283,-5.685832024,-9.860477448,1
1029,299,-5.316885471,-10.46588612,2
1029,315,-4.941546917,-10.66091728,2
1029,331,-3.917975187,-12.06470203,2
1029,347,-2.735907793,-11.63989639,2
1029,363,-2.812327147,-11.62718868,2
1029,379,-2.436748743,-12.54305363,1
1029,395,-1.529785395,-13.44024944,1
1029,411,-0.9843478203,-12.31265068,1
1029,427,0.209277451,-13.46109867,1
1029,443,0.9175958037,-14.29722309,1
1029,459,1.572581768,-14.05413818,1
1029,475,2.037096977,-12.81982231,1
1029,491,2.748042583,-10.72925663,1
1029,507,4.559746265,-12.97216797,1
1029,523,4.698650837,-12.27210045,1
1029,539,5.110603333,-11.28781033,1
1029,555,5.308306217,-10.56813908,1
1029,571,5.448058605,-10.07094669,1
1029,587,6.121143341,-9.647061348,1
1029,603,5.804303169,-8.246966362,1
1029,619,6.520754814,-8.668794632,2
1029,635,6.315592766,-7.553955078,2
1029,651,6.213093281,-6.201354504,2
1029,667,NaN,NaN,1
1029,683,NaN,NaN,1
1029,699,NaN,NaN,0
1029,715,NaN,NaN,0
1029,731,NaN,NaN,0
1029,747,NaN,NaN,0
1029,763,NaN,NaN,0
1045,91,NaN,NaN,0
1045,107,NaN,NaN,0
1045,123,NaN,NaN,0
1045,139,NaN,NaN,0
1045,155,NaN,NaN,0
1045,171,NaN,NaN,0
1045,187,NaN,NaN,0
1045,203,NaN,NaN,1
1045,219,-6.356608868,-8.894106865,2
1045,235,-4.591500759,-6.408380508,1
1045,251,-5.289841175,-8.15862751,2
1045,267,-5.560273647,-9.667414665,2
1045,283,-6.596020222,-10.54905987,2
1045,299,-5.290717125,-8.881908417,2
1045,315,-4.589018822,-10.06245136,2
1045,331,-4.335854053,-11.57977867,2
1045,347,-4.567072868,-13.57335091,1
1045,363,-3.402461529,-13.0162859,1
1045,379,-2.424763918,-12.50669575,1
1045,395,-1.831870794,-12.96673298,1
1045,411,-0.9726203084,-12.82630444,1
1045,427,0.09442550689,-14.24311829,1
1045,443,0.4041535854,-13.17873955,1
1045,459,1.135741234,-14.14739609,1
1045,475,1.884312749,-13.54386711,1
1045,491,2.896285295,-12.42159462,1
1045,507,3.408973217,-11.26350689,1
1045,523,3.791173458,-10.47298241,2
1045,539,4.365808487,-10.33011913,2
1045,555,4.629891396,-9.973963737,1
1045,571,4.964429855,-9.26280117,1
1045,587,5.582767963,-8.850684166,1
1045,603,5.53931427,-8.361540794,1
1045,619,5.360408783,-7.221571445,2
1045,635,6.614721775,-7.419203281,2
1045,651,14.74881649,-16.2732048,1
1045,667,9.097007751,-16.43095589,1
1045,683,NaN,NaN,0
1045,699,NaN,NaN,0
1045,715,NaN,NaN,0
1045,731,NaN,NaN,0
1045,747,NaN,NaN,0
1045,763,NaN,NaN,0
1061,91,NaN,NaN,0
1061,107,NaN,NaN,0
1061,123,NaN,NaN,0
1061,139,NaN,NaN,0
1061,155,NaN,NaN,0
1061,171,NaN,NaN,0
1061,187,NaN,NaN,0
1061,203,NaN,NaN,0
1061,219,-9.594133377,-13.67696571,1
1061,235,-5.006626129,-8.110574722,1
1061,251,-5.729626656,-8.807224274,2
1061,267,-5.334926605,-9.794545174,2
1061,283,-4.718369961,-9.82167244,2
1061,299,-4.172180653,-9.272422791,2
1061,315,-4.678475857,-10.5110321,1
1061,331,-4.484611511,-12.33632469,2
1061,347,-3.239054918,-10.83107853,1
1061,363,-3.033062696,-10.85392284,1
1061,379,-2.474878788,-10.6170969,2
1061,395,-1.681790352,-12.87173653,1
1061,411,-0.7745283842,-12.79303074,1
1061,427,-0.07980833203,-12.46247005,1
1061,443,0.8190944195,-13.08765984,2
1061,459,1.444994926,-13.59839439,2
1061,475,1.590608835,-11.10292339,2
1061,491,2.472264051,-11.89924335,2
1061,507,3.247184753,-11.88109493,1
1061,523,3.45843339,-10.38536358,1
1061,539,4.152846336,-10.4786768,1
1061,555,4.379720688,-9.214365959,1
1061,571,4.797301292,-9.153806686,2
1061,587,4.738658428,-7.742592812,2
1061,603,3.925003767,-6.045391083,2
1061,619,5.660367012,-7.758370399,2
1061,635,NaN,NaN,1
1061,651,4.30120182,-15.17614365,1
1061,667,NaN,NaN,0
1061,683,NaN,NaN,0
1061,699,NaN,NaN,0
1061,715,NaN,NaN,0
1061,731,NaN,NaN,0
1061,747,NaN,NaN,0
1061,763,NaN,NaN,0
1077,91,NaN,NaN,0
1077,107,NaN,NaN,0
1077,123,NaN,NaN,0
1077,139,NaN,NaN,0
1077,155,NaN,NaN,0
1077,171,NaN,NaN,0
1077,187,NaN,NaN,0
1077,203,NaN,NaN,0
1077,219,NaN,NaN,0
1077,235,NaN,NaN,0
1077,251,NaN,NaN,1
1077,267,-4.611266613,-8.069344521,1
1077,283,-4.538544178,-9.121182442,2
1077,299,-4.069543362,-9.786673546,2
1077,315,-4.188566208,-10.51224232,2
1077,331,-3.968131065,-11.38492012,2
1077,347,-2.82286787,-10.9814024,2
1077,363,-2.471241236,-11.47060776,2
1077,379,-1.580436945,-11.40955639,2
1077,395,-0.9953427315,-11.39193439,1
1077,411,-0.5419804454,-12.16867638,1
1077,427,-0.1428653151,-11.48121166,1
1077,443,0.6205049753,-11.02814865,1
1077,459,1.365480423,-11.95191383,1
1077,475,1.972259641,-12.23910999,1
1077,491,2.467282295,-11.38042927,1
1077,507,2.620984554,-9.782385826,1
1077,523,3.26506567,-9.805848122,1
1077,539,3.771213293,-9.60086441,1
1077,555,3.851532459,-7.936490536,2
1077,571,3.752780676,-7.163516998,2
1077,587,3.643468142,-6.08095932,2
1077,603,NaN,NaN,1
1077,619,5.346265793,-21.39306831,1
1077,635,7.741649151,-13.33484936,1
1077,651,NaN,NaN,0
1077,667,NaN,NaN,0
1077,683,NaN,NaN,0
1077,699,NaN,NaN,0
1077,715,NaN,NaN,0
1077,731,NaN,NaN,0
1077,747,NaN,NaN,0
1077,763,NaN,NaN,0
1093,91,NaN,NaN,0
1093,107,NaN,NaN,0
1093,123,NaN,NaN,0
1093,139,NaN,NaN,0
1093,155,NaN,NaN,0
1093,171,NaN,NaN,0
1093,187,NaN,NaN,0
1093,203,NaN,NaN,0
1093,219,NaN,NaN,0
1093,235,NaN,NaN,0
1093,251,NaN,NaN,0
1093,267,-8.344783783,-20.10856819,1
1093,283,NaN,NaN,1
1093,299,-4.362473488,-9.630652428,1
1093,315,-3.602376223,-8.417103767,2
1093,331,-3.504631042,-10.44148636,2
1093,347,NaN,NaN,2
1093,363,-2.587603807,-10.78675652,2
1093,379,-1.710218906,-9.486789703,2
1093,395,-1.165428281,-10.6108427,2
1093,411,-0.03072118014,-10.49853802,2
1093,427,0.1098500192,-10.19585991,2
1093,443,0.4749327302,-9.682240486,2
1093,459,0.823248446,-8.517019272,2
1093,475,1.732991099,-10.02713013,2
1093,491,1.954568982,-8.439763069,2
1093,507,2.276958227,-8.736379623,2
1093,523,2.56365943,-8.402292252,2
1093,539,2.936473131,-7.781901836,2
1093,555,3.531753302,-9.322048187,2
1093,571,4.443302155,-7.365002155,1
1093,587,4.362586021,-26.92931366,1
1093,603,NaN,NaN,1
1093,619,7.477468967,-15.00764656,1
1093,635,NaN,NaN,0
1093,651,NaN,NaN,0
1093,667,NaN,NaN,0
1093,683,NaN,NaN,0
1093,699,NaN,NaN,0
1093,715,NaN,NaN,0
1093,731,NaN,NaN,0
1093,747,NaN,NaN,0
1093,763,NaN,NaN,0
1109,91,NaN,NaN,0
1109,107,NaN,NaN,0
1109,123,NaN,NaN,0
1109,139,NaN,NaN,0
1109,155,NaN,NaN,0
1109,171,NaN,NaN,0
1109,187,NaN,NaN,0
1109,203,NaN,NaN,0
1109,219,NaN,NaN,0
1109,235,NaN,NaN,0
1109,251,NaN,NaN,0
1109,267,NaN,NaN,0
1109,283,NaN,NaN,0
1109,299,-7.822034836,-20.83081055,1
1109,315,NaN,NaN,1
1109,331,-3.073965073,-13.09286404,1
1109,347,NaN,NaN,2
1109,363,NaN,NaN,2
1109,379,-1.395474672,-9.58658123,2
1109,395,-1.001740813,-9.64186573,2
1109,411,-0.5822443366,-10.26714611,2
1109,427,-0.4657811522,-9.716155052,2
1109,443,0.4433745742,-8.437119484,2
1109,459,0.9821636081,-9.430107117,2
1109,475,1.220269442,-9.310026169,2
1109,491,1.739386439,-9.302506447,2
1109,507,2.945693016,-10.5526104,1
1109,523,3.438564062,-9.242980957,1
1109,539,-0.5790736675,-34.71444321,1
1109,555,11.82361794,-25.9093132,1
1109,571,-2.472995758,-27.86935997,1
1109,587,2.282679081,-26.65883636,1
1109,603,NaN,NaN,0
1109,619,NaN,NaN,0
1109,635,NaN,NaN,0
1109,651,NaN,NaN,0
1109,667,NaN,NaN,0
1109,683,NaN,NaN,0
1109,699,NaN,NaN,0
1109,715,NaN,NaN,0
1109,731,NaN,NaN,0
1109,747,NaN,NaN,0
1109,763,NaN,NaN,0
1125,91,NaN,NaN,0
1125,107,NaN,NaN,0
1125,123,NaN,NaN,0
1125,139,NaN,NaN,0
1125,155,NaN,NaN,0
1125,171,NaN,NaN,0
1125,187,NaN,NaN,0
1125,203,NaN,NaN,0
1125,219,NaN,NaN,0
1125,235,NaN,NaN,0
1125,251,NaN,NaN,0
1125,267,NaN,NaN,0
1125,283,NaN,NaN,0
1125,299,NaN,NaN,0
1125,315,NaN,NaN,0
1125,331,0.4171276093,-24.96720505,1
1125,347,-11.24792671,-25.58914375,1
1125,363,NaN,NaN,1
1125,379,-6.101158142,-37.07618332,1
1125,395,-0.7083772421,-12.84731388,1
1125,411,0.1141752973,-10.94224262,2
1125,427,0.4506832957,-10.42519188,1
1125,443,NaN,NaN,2
1125,459,1.025491595,-10.2651701,1
1125,475,1.388280392,-10.57956982,1
1125,491,1.142640114,-11.16722202,1
1125,507,1.08271718,-21.07228088,1
1125,523,-6.62970686,-30.53709793,1
1125,539,-0.4295613766,-36.60839844,1
1125,555,8.402233124,-30.16186714,1
1125,571,NaN,NaN,0
1125,587,NaN,NaN,0
1125,603,NaN,NaN,0
1125,619,NaN,NaN,0
1125,635,NaN,NaN,0
1125,651,NaN,NaN,0
1125,667,NaN,NaN,0
1125,683,NaN,NaN,0
1125,699,NaN,NaN,0
1125,715,NaN,NaN,0
1125,731,NaN,NaN,0
1125,747,NaN,NaN,0
1125,763,NaN,NaN,0
1141,91,NaN,NaN,0
1141,107,NaN,NaN,0
1141,123,NaN,NaN,0
1141,139,NaN,NaN,0
1141,155,NaN,NaN,0
1141,171,NaN,NaN,0
1141,187,NaN,NaN,0
1141,203,NaN,NaN,0
1141,219,NaN,NaN,0
1141,235,NaN,NaN,0
1141,251,NaN,NaN,0
1141,267,NaN,NaN,0
1141,283,NaN,NaN,0
1141,299,NaN,NaN,0
1141,315,NaN,NaN,0
1141,331,NaN,NaN,0
1141,347,NaN,NaN,0
1141,363,NaN,NaN,0
1141,379,NaN,NaN,0
1141,395,-1.864487648,-23.21548843,1
1141,411,-1.820389748,-36.40539932,1
1141,427,-0.586224556,-37.4114418,1
1141,443,-3.530432463,-27.88083267,1
1141,459,-2.677183867,-30.97381973,1
1141,475,-0.814166069,-29.84469795,1
1141,491,-4.477349758,-43.5756073,1
1141,507,3.010895014,-33.76367188,1
1141,523,9.500413895,-45.45539856,1
1141,539,NaN,NaN,0
1141,555,NaN,NaN,0
1141,571,NaN,NaN,0
1141,587,NaN,NaN,0
1141,603,NaN,NaN,0
1141,619,NaN,NaN,0
1141,635,NaN,NaN,0
1141,651,NaN,NaN,0
1141,667,NaN,NaN,0
1141,683,NaN,NaN,0
1141,699,NaN,NaN,0
1141,715,NaN,NaN,0
1141,731,NaN,NaN,0
1141,747,NaN,NaN,0
1141,763,NaN,NaN,0
1157,91,NaN,NaN,0
1157,107,NaN,NaN,0
1157,123,NaN,NaN,0
1157,139,NaN,NaN,0
1157,155,NaN,NaN,0
1157,171,NaN,NaN,0
1157,187,NaN,NaN,0
1157,203,NaN,NaN,0
1157,219,NaN,NaN,0
1157,235,NaN,NaN,0
1157,251,NaN,NaN,0
1157,267,NaN,NaN,0
1157,283,NaN,NaN,0
1157,299,NaN,NaN,0
1157,315,NaN,NaN,0
1157,331,NaN,NaN,0
1157,347,NaN,NaN,0
1157,363,NaN,NaN,0
1157,379,NaN,NaN,0
1157,395,NaN,NaN,0
1157,411,NaN,NaN,0
1157,427,NaN,NaN,0
1157,443,NaN,NaN,0
1157,459,NaN,NaN,0
1157,475,NaN,NaN,0
1157,491,NaN,NaN,0
1157,507,NaN,NaN,0
1157,523,NaN,NaN,0
1157,539,NaN,NaN,0
1157,555,NaN,NaN,0
1157,571,NaN,NaN,0
1157,587,NaN,NaN,0
1157,603,NaN,NaN,0
1157,619,NaN,NaN,0
1157,635,NaN,NaN,0
1157,651,NaN,NaN,0
1157,667,NaN,NaN,0
1157,683,NaN,NaN,0
1157,699,NaN,NaN,0
1157,715,NaN,NaN,0
1157,731,NaN,NaN,0
1157,747,NaN,NaN,0
1157,763,NaN,NaN,0
